LineItemID,OrderID,ItemID,Qty,DiscountID
383,120,23,1,D1
384,120,31,1,
385,121,18,1,
386,121,34,1,
387,121,25,1,
388,122,8,1,
389,122,40,1,
390,123,14,1,
391,123,1,1,
392,123,41,1,
393,124,2,1,
394,124,52,1,
395,125,15,1,
396,125,41,1,
397,126,12,1,
398,126,15,1,
399,126,14,1,
400,126,53,1,
401,127,13,1,D3
402,127,19,1,
403,127,53,1,
404,128,11,1,
405,128,31,1,
406,128,26,1,
407,128,36,1,
408,129,9,1,D1
409,129,21,1,
410,129,11,1,
411,129,26,1,
412,129,42,1,
413,129,26,1,
414,130,12,1,
415,130,7,1,
416,130,3,1,
417,130,53,1,
418,130,35,1,
419,130,28,1,D2
420,131,13,1,
421,131,45,1,
422,131,22,1,
423,132,1,1,
424,132,29,1,
425,132,32,1,
426,132,24,1,
427,132,49,1,
428,133,6,1,
429,133,39,1,
430,134,20,1,
431,134,6,1,
432,134,40,1,
433,134,38,1,
434,135,2,1,
435,135,39,1,
436,136,1,1,
437,136,10,1,
438,136,44,1,
439,136,34,1,
440,136,40,1,
441,136,46,1,
442,137,12,1,
443,137,35,1,
444,138,11,1,
445,138,50,1,
446,138,38,1,
447,139,6,1,
448,139,27,1,
449,140,18,1,
450,140,29,1,
451,140,29,1,
452,141,5,1,
453,141,48,1,
454,141,45,1,
455,141,34,1,
456,142,8,1,
457,142,30,1,
458,143,5,1,
459,143,46,1,
460,144,21,1,
461,144,40,1,
462,145,21,1,
463,145,11,1,
464,145,42,1,D3
465,146,2,1,
466,146,9,1,
467,146,45,1,
468,147,2,1,
469,147,52,1,
470,147,51,1,
471,148,16,1,
472,148,8,1,
473,148,48,1,D3
474,149,2,1,D3
475,149,29,1,
476,149,32,1,
477,150,13,1,
478,150,51,1,
479,150,50,1,D1
480,151,19,1,
481,151,39,1,
482,152,11,1,
483,152,49,1,
484,152,49,1,
485,153,7,1,
486,153,15,1,
487,153,50,1,
488,153,24,1,
489,154,8,1,
490,154,16,1,
491,154,46,1,
492,154,46,1,
493,155,7,1,
494,155,52,1,
495,156,4,1,
496,156,45,1,
497,156,29,1,
498,157,7,1,
499,157,32,1,
500,158,15,1,
501,158,32,1,
502,159,1,1,
503,159,50,1,
504,160,21,1,
505,160,43,1,
506,161,2,1,
507,161,11,1,
508,161,33,1,D3
509,162,6,1,
510,162,14,1,
511,162,26,1,
512,163,11,1,
513,163,40,1,
514,164,16,1,
515,164,20,1,
516,164,43,1,
517,165,6,1,
518,165,29,1,
519,166,11,1,
520,166,33,1,
521,167,5,1,
522,167,29,1,
523,167,24,1,D2
524,168,2,1,
525,168,25,1,
526,169,2,1,
527,169,41,1,
528,169,45,1,
529,170,8,1,D3
530,170,12,1,D2
531,170,16,1,
532,170,22,1,
533,171,5,1,
534,171,36,1,D2
535,172,4,1,
536,172,30,1,
537,172,44,1,
538,172,51,1,
539,173,7,1,
540,173,38,1,
541,174,8,1,
542,174,22,1,
543,174,25,1,
544,174,49,1,
545,175,19,1,
546,175,36,1,
547,175,24,1,
548,176,13,1,
549,176,31,1,
550,177,5,1,
551,177,48,1,
552,178,19,1,
553,178,18,1,
554,178,14,1,
555,178,39,1,
556,179,11,1,
557,179,4,1,
558,179,33,1,
559,179,35,1,
560,180,8,1,
561,180,26,1,
562,181,14,1,
563,181,48,1,
564,182,9,1,
565,182,52,1,
566,183,16,1,
567,183,20,1,D2
568,183,48,1,
569,183,38,1,
570,184,12,1,
571,184,22,1,
572,184,26,1,
573,185,18,1,
574,185,47,1,
575,185,40,1,
576,186,2,1,
577,186,22,1,
578,187,12,1,
579,187,49,1,
580,188,18,1,
581,188,42,1,D2
582,188,45,1,
583,188,24,1,
584,189,12,1,
585,189,45,1,
586,190,18,1,
587,190,38,1,
588,190,49,1,
589,190,23,1,
590,191,7,1,
591,191,36,1,
592,192,8,1,
593,192,23,1,
594,192,39,1,
595,193,9,1,
596,193,47,1,
597,193,46,1,
598,194,19,1,
599,194,6,1,
600,194,18,1,
601,194,37,1,
602,194,51,1,
603,194,33,1,
604,195,20,1,
605,195,2,1,
606,195,26,1,
607,195,30,1,
608,196,1,1,
609,196,41,1,
610,196,24,1,
611,197,2,1,
612,197,53,1,
613,197,39,1,
614,197,37,1,
615,197,45,1,
616,198,9,1,
617,198,33,1,
618,199,7,1,
619,199,16,1,
620,199,37,1,
621,199,42,1,
622,200,7,1,
623,200,30,1,
624,200,29,1,
625,200,31,1,
626,201,13,1,
627,201,47,1,
628,201,37,1,
629,201,36,1,
630,201,28,1,
631,202,1,1,
632,202,42,1,
633,202,46,1,
634,203,2,1,
635,203,19,1,
636,203,44,1,
637,203,42,1,
638,204,13,1,D3
639,204,45,1,
640,204,23,1,
641,204,33,1,
642,205,2,1,
643,205,4,1,
644,205,11,1,
645,205,50,1,
646,206,19,1,
647,206,7,1,
648,206,34,1,
649,207,1,1,
650,207,4,1,
651,207,43,1,
652,208,6,1,
653,208,4,1,
654,208,8,1,
655,208,50,1,D2
656,208,53,1,D2
657,209,14,1,
658,209,13,1,
659,209,45,1,
660,210,4,1,
661,210,8,1,
662,210,48,1,
663,211,14,1,
664,211,46,1,
665,212,3,1,
666,212,31,1,
667,213,12,1,
668,213,14,1,
669,213,24,1,
670,213,44,1,
671,214,17,1,
672,214,20,1,
673,214,13,1,
674,214,27,1,
675,214,29,1,
676,215,13,1,
677,215,11,1,
678,215,53,1,
679,215,22,1,
680,215,51,1,
681,216,15,1,
682,216,35,1,
683,216,23,1,
684,216,23,1,
685,217,2,1,
686,217,21,1,
687,217,48,1,
688,217,22,1,
689,218,18,1,D1
690,218,30,1,
691,219,14,1,
692,219,23,1,
693,220,4,1,
694,220,22,1,
695,220,36,1,
696,221,11,1,
697,221,10,1,
698,221,45,1,
699,222,10,1,
700,222,11,1,
701,222,43,1,
702,222,39,1,
703,222,49,1,
704,223,2,1,
705,223,39,1,
706,223,43,1,
707,224,5,1,D3
708,224,31,1,
709,225,13,1,
710,225,7,1,
711,225,22,1,
712,226,6,1,
713,226,8,1,
714,226,7,1,
715,226,24,1,
716,226,48,1,
717,227,1,1,
718,227,11,1,
719,227,33,1,
720,227,27,1,
721,227,46,1,
722,228,19,1,
723,228,37,1,
724,228,26,1,
725,229,20,1,
726,229,49,1,
727,230,21,1,
728,230,10,1,
729,230,25,1,
730,231,5,1,
731,231,28,1,
732,231,40,1,D1
733,232,11,1,
734,232,27,1,
735,232,49,1,
736,232,30,1,
737,233,2,1,
738,233,15,1,
739,233,30,1,
740,233,26,1,
741,233,27,1,
742,234,19,1,
743,234,27,1,
744,234,25,1,
745,235,19,1,
746,235,39,1,
747,235,32,1,D3
748,236,21,1,
749,236,34,1,
750,236,44,1,
751,237,13,1,
752,237,10,1,
753,237,50,1,
754,237,26,1,
755,238,11,1,D1
756,238,49,1,
757,239,9,1,
758,239,27,1,
759,240,5,1,
760,240,47,1,
761,240,35,1,
762,240,43,1,
763,241,11,1,
764,241,24,1,
765,242,9,1,
766,242,28,1,
767,243,17,1,
768,243,7,1,
769,243,43,1,
770,243,51,1,
771,243,37,1,D2
772,243,44,1,
773,244,3,1,
774,244,46,1,
775,245,1,1,
776,245,41,1,
777,246,16,1,
778,246,24,1,
779,247,1,1,
780,247,15,1,
781,247,29,1,D3
782,248,2,1,
783,248,36,1,
784,249,20,1,
785,249,47,1,
786,249,53,1,
787,249,25,1,
788,250,7,1,
789,250,35,1,
790,250,47,1,
791,251,9,1,
792,251,37,1,
793,252,8,1,
794,252,44,1,
795,253,1,1,
796,253,38,1,
797,254,19,1,
798,254,48,1,
799,255,13,1,
800,255,49,1,
801,256,1,1,
802,256,43,1,
803,256,29,1,
804,256,35,1,
805,257,2,1,
806,257,33,1,
807,257,44,1,
808,258,20,1,
809,258,37,1,
810,259,3,1,
811,259,29,1,
812,259,34,1,
813,260,21,1,D1
814,260,49,1,
815,261,6,1,
816,261,51,1,
817,261,46,1,
818,262,10,1,
819,262,18,1,
820,262,34,1,
821,263,13,1,
822,263,31,1,
823,263,46,1,
824,263,31,1,
825,264,16,1,
826,264,40,1,
827,264,30,1,
828,264,34,1,
829,265,19,1,
830,265,24,1,
831,265,53,1,
832,265,30,1,
833,266,17,1,
834,266,4,1,
835,266,16,1,
836,266,14,1,
837,266,50,1,
838,266,44,1,
839,267,4,1,
840,267,35,1,
841,268,11,1,
842,268,53,1,
843,268,37,1,
844,269,18,1,
845,269,8,1,
846,269,47,1,
847,269,22,1,
848,270,19,1,
849,270,38,1,
850,271,15,1,D1
851,271,25,1,
852,272,3,1,
853,272,23,1,
854,273,4,1,
855,273,34,1,
856,273,49,1,
857,274,3,1,
858,274,44,1,
859,275,18,1,
860,275,40,1,
861,275,34,1,
862,275,50,1,
863,276,4,1,
864,276,27,1,
865,276,24,1,
866,276,53,1,
867,277,1,1,
868,277,35,1,
869,277,49,1,
870,278,7,1,
871,278,21,1,
872,278,50,1,
873,279,8,1,
874,279,3,1,
875,279,51,1,
876,279,40,1,
877,280,2,1,
878,280,8,1,
879,280,8,1,
880,280,34,1,
881,281,18,1,
882,281,49,1,
883,281,50,1,
884,282,13,1,
885,282,49,1,
886,283,11,1,
887,283,38,1,D2
888,283,38,1,
889,284,21,1,
890,284,24,1,
891,284,37,1,
892,285,9,1,
893,285,32,1,
894,286,1,1,
895,286,35,1,
896,286,39,1,
897,287,12,1,
898,287,44,1,
899,287,26,1,
900,287,48,1,
901,288,6,1,
902,288,50,1,
903,289,9,1,D1
904,289,21,1,
905,289,34,1,
906,289,36,1,
907,290,20,1,
908,290,33,1,
909,291,2,1,
910,291,26,1,
911,292,2,1,
912,292,25,1,
913,293,5,1,
914,293,19,1,
915,293,30,1,
916,293,49,1,
917,293,34,1,
918,294,2,1,
919,294,43,1,
920,294,25,1,
921,295,15,1,
922,295,25,1,
923,296,1,1,
924,296,30,1,
925,296,29,1,
926,296,25,1,
927,297,8,1,
928,297,39,1,
929,297,34,1,
930,297,36,1,
931,298,14,1,
932,298,2,1,
933,298,13,1,
934,298,37,1,
935,298,23,1,
936,298,34,1,
937,299,5,1,
938,299,51,1,
939,300,7,1,
940,300,36,1,
941,301,3,1,
942,301,34,1,
943,301,38,1,
944,302,19,1,
945,302,37,1,
946,302,38,1,
947,303,6,1,
948,303,21,1,
949,303,53,1,
950,303,47,1,
951,304,21,1,
952,304,38,1,
953,305,15,1,
954,305,6,1,
955,305,36,1,
956,305,45,1,
957,306,16,1,
958,306,23,1,
959,307,3,1,
960,307,29,1,
961,308,4,1,
962,308,51,1,
963,309,12,1,
964,309,8,1,
965,309,19,1,
966,309,50,1,
967,309,46,1,
968,310,17,1,
969,310,22,1,
970,311,4,1,
971,311,4,1,
972,311,39,1,
973,312,11,1,
974,312,46,1,
975,312,37,1,
976,312,49,1,
977,313,13,1,D2
978,313,18,1,
979,313,20,1,
980,313,38,1,
981,314,16,1,
982,314,11,1,
983,314,47,1,
984,314,44,1,
985,315,5,1,
986,315,35,1,
987,316,14,1,
988,316,37,1,
989,316,32,1,
990,317,5,1,
991,317,31,1,
992,317,27,1,
993,318,21,1,
994,318,51,1,
995,319,2,1,
996,319,16,1,
997,319,22,1,
998,320,7,1,
999,320,53,1,
1000,320,30,1,D3
1001,321,15,1,
1002,321,40,1,
1003,322,9,1,
1004,322,37,1,
1005,323,16,1,
1006,323,19,1,
1007,323,30,1,
1008,324,3,1,
1009,324,23,1,D1
1010,325,5,1,
1011,325,33,1,
1012,326,6,1,
1013,326,40,1,
1014,326,41,1,D3
1015,327,10,1,
1016,327,53,1,
1017,327,33,1,
1018,328,9,1,
1019,328,22,1,
1020,328,50,1,
1021,329,2,1,
1022,329,48,1,
1023,330,6,1,
1024,330,14,1,
1025,330,41,1,
1026,330,26,1,
1027,331,1,1,
1028,331,52,1,
1029,332,21,1,
1030,332,21,1,
1031,332,32,1,
1032,332,27,1,
1033,333,19,1,
1034,333,6,1,
1035,333,19,1,
1036,333,45,1,
1037,333,24,1,
1038,334,14,1,
1039,334,40,1,
1040,334,25,1,
1041,334,40,1,
1042,335,11,1,
1043,335,32,1,
1044,335,53,1,
1045,336,11,1,
1046,336,46,1,
1047,337,2,1,
1048,337,11,1,
1049,337,32,1,
1050,337,29,1,
1051,338,19,1,
1052,338,39,1,
1053,339,5,1,
1054,339,41,1,
1055,340,7,1,
1056,340,10,1,
1057,340,39,1,
1058,340,46,1,
1059,341,2,1,
1060,341,46,1,
1061,341,24,1,
1062,342,16,1,
1063,342,11,1,
1064,342,50,1,
1065,343,11,1,
1066,343,34,1,
1067,344,8,1,
1068,344,39,1,D2
1069,345,17,1,
1070,345,21,1,
1071,345,25,1,
1072,345,49,1,
1073,345,41,1,
1074,346,15,1,
1075,346,21,1,
1076,346,48,1,
1077,346,38,1,
1078,347,16,1,
1079,347,15,1,
1080,347,27,1,D1
1081,347,38,1,
1082,347,33,1,
1083,348,10,1,
1084,348,48,1,
1085,349,8,1,
1086,349,52,1,
1087,350,16,1,
1088,350,14,1,
1089,350,43,1,
1090,350,44,1,
1091,350,31,1,
1092,351,19,1,
1093,351,32,1,
1094,352,15,1,
1095,352,24,1,
1096,352,23,1,
1097,353,8,1,
1098,353,3,1,
1099,353,27,1,
1100,354,18,1,
1101,354,19,1,
1102,354,35,1,
1103,354,35,1,
1104,354,47,1,
1105,355,8,1,
1106,355,37,1,
1107,355,48,1,
1108,355,24,1,
1109,355,31,1,
1110,355,30,1,
1111,356,21,1,
1112,356,35,1,
1113,356,31,1,
1114,356,43,1,
1115,356,42,1,D2
1116,357,16,1,
1117,357,37,1,
1118,357,38,1,
1119,357,29,1,
1120,358,16,1,
1121,358,39,1,
1122,358,44,1,D2
1123,358,36,1,
1124,359,15,1,
1125,359,40,1,
1126,359,26,1,
1127,360,12,1,
1128,360,34,1,
1129,361,16,1,
1130,361,34,1,
1131,362,7,1,
1132,362,8,1,
1133,362,28,1,
1134,363,4,1,
1135,363,53,1,
1136,363,25,1,
1137,363,48,1,
1138,364,2,1,
1139,364,8,1,
1140,364,39,1,
1141,364,28,1,D3
1142,364,26,1,
1143,365,8,1,
1144,365,9,1,
1145,365,36,1,
1146,365,33,1,
1147,366,15,1,
1148,366,5,1,
1149,366,29,1,
1150,366,36,1,
1151,367,15,1,
1152,367,20,1,
1153,367,34,1,
1154,367,37,1,
1155,367,33,1,
1156,368,7,1,
1157,368,24,1,
1158,368,31,1,
1159,368,41,1,
1160,369,21,1,
1161,369,7,1,
1162,369,37,1,
1163,369,33,1,
1164,369,31,1,
1165,370,10,1,
1166,370,26,1,
1167,370,49,1,
1168,370,40,1,
1169,370,27,1,
1170,370,38,1,
1171,371,11,1,
1172,371,37,1,
1173,372,6,1,
1174,372,4,1,
1175,372,51,1,
1176,373,9,1,
1177,373,5,1,
1178,373,23,1,
1179,373,36,1,
1180,373,46,1,
1181,373,31,1,
1182,374,2,1,
1183,374,43,1,
1184,375,1,1,
1185,375,20,1,
1186,375,14,1,
1187,375,46,1,
1188,376,8,1,
1189,376,43,1,
1190,377,16,1,
1191,377,47,1,
1192,377,41,1,
1193,377,51,1,
1194,378,10,1,
1195,378,36,1,
1196,379,15,1,D1
1197,379,44,1,
1198,380,5,1,
1199,380,47,1,
1200,381,14,1,
1201,381,50,1,
1202,382,20,1,
1203,382,15,1,
1204,382,37,1,
1205,383,1,1,
1206,383,51,1,
1207,383,32,1,
1208,384,16,1,
1209,384,31,1,
1210,385,3,1,
1211,385,44,1,
1212,385,46,1,
1213,386,19,1,
1214,386,51,1,
1215,387,4,1,
1216,387,28,1,
1217,387,52,1,
1218,387,40,1,
1219,388,4,1,
1220,388,9,1,
1221,388,50,1,
1222,388,50,1,
1223,389,16,1,
1224,389,43,1,
1225,389,26,1,
1226,389,22,1,D2
1227,389,24,1,D1
1228,390,7,1,
1229,390,16,1,
1230,390,30,1,D2
1231,391,19,1,D1
1232,391,48,1,
1233,391,33,1,D1
1234,392,4,1,
1235,392,11,1,
1236,392,48,1,
1237,392,31,1,
1238,393,14,1,
1239,393,52,1,
1240,393,44,1,
1241,394,9,1,
1242,394,45,1,
1243,395,18,1,
1244,395,43,1,
1245,395,41,1,
1246,395,25,1,
1247,396,5,1,
1248,396,52,1,
1249,396,32,1,
1250,397,7,1,
1251,397,48,1,
1252,397,52,1,
1253,398,14,1,
1254,398,51,1,
1255,398,45,1,
1256,398,35,1,
1257,398,27,1,
1258,399,19,1,
1259,399,46,1,
1260,399,22,1,
1261,400,17,1,
1262,400,46,1,
1263,401,18,1,
1264,401,52,1,
1265,402,12,1,
1266,402,25,1,
1267,403,15,1,
1268,403,41,1,
1269,404,18,1,
1270,404,40,1,
1271,404,44,1,
1272,404,28,1,
1273,405,5,1,
1274,405,16,1,
1275,405,30,1,
1276,405,43,1,
1277,405,28,1,
1278,406,11,1,
1279,406,22,1,
1280,407,7,1,
1281,407,33,1,
1282,408,11,1,
1283,408,24,1,
1284,408,39,1,
1285,409,7,1,
1286,409,36,1,
1287,409,53,1,
1288,409,33,1,
1289,410,14,1,D2
1290,410,18,1,
1291,410,45,1,
1292,410,29,1,
1293,411,21,1,
1294,411,26,1,
1295,411,48,1,
1296,412,16,1,
1297,412,32,1,
1298,413,6,1,
1299,413,33,1,
1300,414,19,1,
1301,414,38,1,
1302,414,45,1,
1303,414,35,1,
1304,415,1,1,
1305,415,52,1,
1306,415,52,1,
1307,416,7,1,
1308,416,52,1,
1309,417,1,1,
1310,417,52,1,
1311,418,18,1,
1312,418,23,1,
1313,418,23,1,
1314,419,8,1,
1315,419,1,1,
1316,419,18,1,
1317,419,48,1,
1318,419,47,1,
1319,420,3,1,
1320,420,44,1,
1321,421,6,1,
1322,421,35,1,
1323,422,21,1,
1324,422,35,1,
1325,422,46,1,
1326,422,22,1,
1327,423,15,1,
1328,423,9,1,
1329,423,27,1,
1330,423,40,1,
1331,424,14,1,
1332,424,52,1,
1333,425,17,1,
1334,425,11,1,
1335,425,37,1,
1336,425,48,1,
1337,426,7,1,
1338,426,1,1,
1339,426,34,1,
1340,427,13,1,
1341,427,22,1,
1342,428,13,1,
1343,428,39,1,
1344,428,34,1,
1345,429,13,1,
1346,429,3,1,
1347,429,3,1,
1348,429,32,1,
1349,430,7,1,
1350,430,32,1,
1351,430,45,1,D2
1352,431,2,1,
1353,431,53,1,
1354,431,31,1,
1355,432,12,1,
1356,432,26,1,
1357,433,3,1,
1358,433,50,1,D1
1359,434,2,1,
1360,434,37,1,
1361,434,27,1,
1362,434,37,1,
1363,435,14,1,
1364,435,3,1,
1365,435,45,1,
1366,436,3,1,
1367,436,38,1,
1368,437,12,1,
1369,437,11,1,
1370,437,21,1,
1371,437,34,1,
1372,437,43,1,
1373,438,10,1,
1374,438,47,1,
1375,438,26,1,
1376,439,6,1,
1377,439,38,1,
1378,439,45,1,
1379,440,11,1,
1380,440,42,1,
1381,440,40,1,
1382,441,3,1,
1383,441,20,1,
1384,441,40,1,
1385,441,52,1,
1386,441,51,1,
1387,442,15,1,
1388,442,32,1,
1389,442,47,1,
1390,443,7,1,
1391,443,48,1,
1392,443,49,1,D2
1393,443,49,1,
1394,444,8,1,
1395,444,31,1,
1396,444,51,1,
1397,445,16,1,
1398,445,28,1,
1399,446,20,1,
1400,446,51,1,
1401,447,15,1,
1402,447,37,1,
1403,448,2,1,
1404,448,52,1,
1405,449,15,1,
1406,449,18,1,
1407,449,28,1,
1408,450,9,1,
1409,450,47,1,
1410,450,50,1,
1411,450,38,1,
1412,451,19,1,
1413,451,31,1,
1414,452,5,1,
1415,452,1,1,
1416,452,44,1,
1417,452,37,1,
1418,452,42,1,
1419,453,8,1,
1420,453,7,1,
1421,453,23,1,
1422,453,47,1,
1423,454,13,1,
1424,454,7,1,
1425,454,19,1,
1426,454,30,1,
1427,455,13,1,
1428,455,17,1,
1429,455,33,1,
1430,456,12,1,
1431,456,24,1,
1432,456,32,1,
1433,457,11,1,
1434,457,46,1,
1435,457,30,1,
1436,458,11,1,
1437,458,29,1,
1438,458,38,1,
1439,458,44,1,
1440,458,22,1,D3
1441,459,20,1,
1442,459,28,1,
1443,459,41,1,
1444,460,11,1,
1445,460,37,1,
1446,461,17,1,
1447,461,21,1,D1
1448,461,33,1,
1449,462,5,1,
1450,462,53,1,
1451,462,45,1,
1452,462,43,1,
1453,463,20,1,
1454,463,10,1,
1455,463,49,1,
1456,464,17,1,
1457,464,22,1,
1458,464,27,1,
1459,465,13,1,
1460,465,51,1,
1461,465,32,1,
1462,466,18,1,D1
1463,466,33,1,
1464,467,5,1,
1465,467,45,1,
1466,467,43,1,
1467,468,12,1,
1468,468,52,1,
1469,469,20,1,
1470,469,6,1,
1471,469,24,1,
1472,469,28,1,
1473,470,6,1,
1474,470,35,1,
1475,470,46,1,
1476,471,7,1,D3
1477,471,51,1,
1478,471,46,1,
1479,472,18,1,
1480,472,34,1,
1481,472,42,1,
