user_id,page_views,time_on_page,device_type,browser,conversion_rate,bounce_rate,date_visited,time_of_day_visited
187,2286,1543,mobile,Edge,20.12,67.77,5/16/2023,4:25 AM
188,1923,3130,mobile,Chrome,25.86,7.54,9/30/2023,12:22 PM
189,1113,3361,desktop,Chrome,27.93,25.05,10/19/2023,10:03 AM
190,1352,1364,desktop,Edge,21.24,56.4,2/1/2023,6:42 PM
191,6953,3204,desktop,Edge,53.02,72.29,11/4/2023,12:04 PM
192,2071,3383,mobile,Chrome,56.42,69.56,7/5/2023,9:13 AM
193,897,2415,desktop,Chrome,58.15,84.76,7/18/2023,3:06 PM
194,2021,3469,mobile,Chrome,53.65,6.19,2/12/2023,5:36 PM
195,58,499,mobile,Chrome,88.56,80.22,5/28/2023,1:44 PM
196,4932,1381,tablet,Chrome,24.29,70.97,1/24/2023,10:16 PM
197,83,2803,mobile,Firefox,16.31,24.07,10/16/2023,4:26 AM
198,2228,1670,mobile,Firefox,49.99,52.52,10/5/2023,5:31 PM
199,7096,1297,mobile,Firefox,56.22,8.03,3/22/2023,8:34 PM
200,5314,1015,mobile,Chrome,50.32,1.3,7/23/2023,1:14 PM
201,863,1269,mobile,Edge,26.45,72.31,1/29/2023,10:20 AM
202,831,2796,tablet,Edge,41.16,69.74,5/20/2023,10:58 PM
203,483,1177,desktop,Chrome,45.63,73.87,7/18/2023,5:27 AM
204,1307,1763,desktop,Edge,24.54,76.89,8/17/2023,6:02 PM
205,8845,2011,mobile,Firefox,22.65,41.62,4/10/2023,5:09 AM
206,2228,2713,mobile,Safari,67.45,12.14,2/16/2023,5:11 AM
207,1581,3093,mobile,Chrome,47.68,1.67,1/28/2023,7:04 AM
208,8107,1030,mobile,Firefox,91.94,50.62,9/27/2023,7:45 AM
209,1357,3428,mobile,Edge,27.3,76.73,3/21/2023,1:59 PM
210,2501,3398,mobile,Edge,79.89,23.81,7/30/2023,5:02 AM
211,820,3368,mobile,Firefox,34.31,28.99,7/8/2023,9:07 PM
212,2449,2085,mobile,Chrome,24.83,3.95,3/17/2023,8:01 AM
213,2045,726,mobile,Chrome,44.18,59.81,8/10/2023,5:24 AM
214,2234,1851,mobile,Chrome,49.09,36.04,8/20/2023,8:28 PM
215,878,2235,desktop,Edge,55.9,51.01,11/12/2023,7:42 AM
216,2302,1595,desktop,Firefox,73.3,78.17,1/4/2023,12:55 AM
217,8231,1558,mobile,Safari,77.24,15.96,1/28/2023,7:02 PM
218,2731,2188,mobile,Chrome,60.8,64.03,2/28/2023,5:23 PM
219,2147,806,desktop,Firefox,68.61,43.17,3/16/2023,1:04 AM
220,9393,884,mobile,Firefox,69.4,21.11,11/5/2023,6:34 PM
221,2416,3022,mobile,Firefox,65.91,15.08,5/11/2023,1:37 PM
222,2737,3122,mobile,Firefox,86.55,39.15,10/12/2023,5:58 PM
223,6621,517,desktop,Chrome,38.9,21.27,4/16/2023,5:03 AM
224,6312,755,desktop,Safari,38.1,59.92,8/17/2023,4:49 AM
225,2211,2760,mobile,Chrome,73.3,30.16,6/21/2023,11:25 AM
226,4909,2613,desktop,Chrome,89.77,29.6,2/15/2023,5:32 AM
227,5342,2170,desktop,Chrome,85.82,20.92,2/26/2023,5:45 AM
228,2487,552,mobile,Chrome,80.27,41.57,1/18/2023,9:40 PM
229,7254,2769,desktop,Firefox,25.13,42.92,8/6/2023,10:39 PM
230,512,3157,mobile,Chrome,61.15,69.46,10/27/2023,7:51 PM
231,666,875,desktop,Edge,84.39,90.79,7/24/2023,11:43 AM
232,5577,2858,mobile,Edge,60.93,7.38,1/6/2023,5:15 AM
233,9055,2023,desktop,Edge,89.88,39.23,2/22/2023,3:50 PM
234,8845,2715,mobile,Chrome,65.44,27.72,6/8/2023,6:06 PM
235,1233,2130,mobile,Safari,34.87,54.46,5/26/2023,10:47 PM
236,1610,958,mobile,Safari,74.24,54.0,1/8/2023,4:24 AM
237,1246,3487,desktop,Firefox,28.52,40.45,11/20/2023,12:33 AM
238,314,2438,mobile,Safari,66.91,71.02,8/7/2023,3:04 AM
239,168,3354,mobile,Edge,57.46,53.13,6/10/2023,12:00 AM
240,3870,3144,mobile,Edge,68.77,37.52,10/28/2023,12:38 PM
241,520,2459,mobile,Safari,28.82,24.61,8/6/2023,2:34 PM
242,2848,2867,mobile,Chrome,49.28,42.16,9/3/2023,5:09 PM
243,507,1958,desktop,Safari,53.07,58.1,5/4/2023,5:59 AM
244,3473,288,mobile,Firefox,77.14,17.77,3/3/2023,4:36 PM
245,492,3329,mobile,Safari,24.07,34.02,3/19/2023,5:05 AM
246,1281,3486,mobile,Edge,83.06,56.19,7/22/2023,7:58 PM
247,9339,422,mobile,Edge,40.44,72.03,5/2/2023,6:24 AM
248,261,3330,desktop,Safari,84.82,87.86,2/14/2023,1:20 PM
249,6966,2864,desktop,Firefox,49.33,0.33,4/7/2023,1:15 PM
250,788,3159,mobile,Edge,24.16,19.3,12/10/2023,1:04 PM
251,495,1646,mobile,Edge,15.67,16.16,4/3/2023,1:04 AM
252,2536,2626,mobile,Chrome,13.32,67.37,6/8/2023,9:27 PM
253,1933,1928,mobile,Firefox,90.09,88.83,1/25/2023,4:51 AM
254,3835,2906,tablet,Edge,51.81,57.62,12/29/2023,6:41 PM
255,277,2260,mobile,Edge,50.65,81.35,2/18/2023,5:32 PM
256,2467,1279,mobile,Safari,53.57,34.82,6/13/2023,11:27 AM
257,5677,1916,mobile,Edge,13.16,41.44,1/28/2023,7:05 AM
258,9322,1828,mobile,Safari,92.61,75.39,6/4/2023,12:56 AM
259,95,2432,desktop,Chrome,24.55,69.12,9/11/2023,9:59 AM
260,4386,326,desktop,Edge,40.93,65.75,4/23/2023,12:33 PM
261,2298,1261,desktop,Chrome,36.34,45.02,9/28/2023,9:29 AM
262,412,558,desktop,Firefox,76.56,48.64,3/2/2023,4:12 AM
263,1267,889,mobile,Firefox,48.67,43.08,8/24/2023,5:36 AM
264,9064,3168,tablet,Chrome,91.87,17.89,10/5/2023,9:03 AM
265,2317,1400,mobile,Edge,61.79,7.45,9/10/2023,12:40 AM
266,1774,3470,desktop,Safari,87.46,30.15,12/13/2023,10:25 PM
267,7560,3149,desktop,Firefox,84.64,9.27,4/17/2023,7:42 PM
268,815,3284,desktop,Firefox,36.38,5.96,12/5/2023,9:06 AM
269,2191,892,desktop,Firefox,18.32,73.81,11/13/2023,7:30 PM
270,2731,498,mobile,Chrome,53.06,14.82,5/2/2023,1:28 AM
271,2405,2143,desktop,Chrome,85.45,47.9,3/12/2023,6:57 PM
272,5710,2738,mobile,Safari,20.62,65.88,7/7/2023,6:33 PM
273,9177,65,desktop,Safari,22.92,41.69,1/15/2023,8:00 PM
274,1612,1821,mobile,Firefox,22.36,74.87,6/5/2023,7:16 AM
275,2012,2089,desktop,Chrome,34.56,14.3,6/27/2023,1:40 AM
276,1542,1038,mobile,Firefox,21.74,7.21,9/5/2023,10:37 PM
277,8455,858,desktop,Chrome,27.3,15.48,6/29/2023,11:17 AM
278,380,1961,mobile,Safari,55.17,16.8,4/10/2023,6:52 AM
279,218,1898,tablet,Edge,86.98,6.59,11/27/2023,9:48 AM
280,2612,311,mobile,Chrome,82.31,82.61,6/23/2023,3:21 AM
281,1793,748,mobile,Firefox,23.03,94.58,11/22/2023,3:29 PM
282,9954,2580,desktop,Chrome,38.45,84.84,3/12/2023,1:27 AM
283,1845,1832,mobile,Firefox,65.74,49.08,1/25/2023,10:40 AM
284,4862,2224,mobile,Firefox,23.88,51.31,8/2/2023,12:47 AM
285,652,327,desktop,Safari,64.54,56.09,2/12/2023,7:26 PM
286,5182,2544,desktop,Firefox,36.75,45.91,10/31/2023,6:18 AM
287,451,1279,desktop,Chrome,52.89,31.16,2/17/2023,10:22 AM
288,251,876,desktop,Chrome,35.57,81.05,9/7/2023,1:17 PM
289,606,708,mobile,Firefox,19.54,90.04,9/6/2023,4:50 PM
290,1671,1114,mobile,Safari,53.53,60.99,3/21/2023,9:37 PM
291,2388,3135,mobile,Chrome,42.38,42.42,10/31/2023,10:25 PM
292,8730,1002,tablet,Firefox,37.83,30.79,8/10/2023,9:18 PM
293,5448,1792,mobile,Firefox,65.08,23.64,8/5/2023,2:06 AM
294,8636,717,mobile,Safari,40.48,93.48,11/4/2023,12:23 PM
295,6462,1191,mobile,Firefox,87.8,32.02,9/22/2023,5:23 AM
296,6619,93,tablet,Edge,72.26,14.17,4/24/2023,7:05 PM
297,918,1771,tablet,Chrome,54.78,89.66,2/13/2023,9:32 AM
298,1195,3196,mobile,Edge,22.01,48.4,2/1/2023,11:44 AM
299,2311,921,mobile,Safari,80.96,13.07,10/14/2023,10:12 AM
300,2781,2032,desktop,Chrome,45.75,37.52,6/2/2023,8:33 AM
301,1251,1962,mobile,Firefox,85.53,17.91,11/27/2023,5:00 AM
302,7212,1359,mobile,Chrome,40.09,58.9,8/31/2023,3:01 AM
303,295,1249,mobile,Firefox,68.86,80.56,4/19/2023,2:29 PM
304,2068,1045,mobile,Firefox,59.46,19.42,10/26/2023,11:04 AM
305,2075,646,desktop,Firefox,59.87,58.14,10/30/2023,9:54 AM
306,467,2690,mobile,Firefox,55.75,14.93,1/12/2023,6:05 PM
307,8371,412,mobile,Chrome,74.7,35.02,2/21/2023,8:48 AM
308,2470,632,mobile,Firefox,79.83,67.71,12/3/2023,3:30 AM
309,1621,1377,mobile,Chrome,46.82,12.22,11/13/2023,11:39 PM
310,2032,1937,desktop,Chrome,29.76,53.13,2/22/2023,4:28 PM
311,3075,2910,mobile,Edge,50.25,3.49,4/21/2023,4:22 PM
312,8741,2139,mobile,Firefox,36.64,56.97,12/19/2023,7:42 AM
313,8025,322,mobile,Edge,84.19,3.5,11/12/2023,8:10 PM
314,7414,264,desktop,Firefox,45.16,8.67,3/7/2023,1:25 PM
315,2391,2905,mobile,Firefox,27.01,10.92,8/26/2023,2:46 PM
316,2930,1841,mobile,Chrome,47.61,2.98,10/19/2023,9:28 PM
317,6747,487,tablet,Edge,23.79,56.03,6/18/2023,3:02 AM
318,270,2814,tablet,Edge,72.12,26.59,9/29/2023,3:22 PM
319,1359,284,tablet,Firefox,69.64,49.73,12/20/2023,12:40 PM
320,162,2428,mobile,Safari,75.11,86.53,10/7/2023,9:38 PM
321,1583,1330,mobile,Edge,64.33,83.52,11/12/2023,1:44 AM
322,2738,716,desktop,Firefox,29.14,72.88,6/19/2023,10:23 PM
323,1678,1584,desktop,Safari,75.35,42.3,7/31/2023,2:46 AM
324,1239,980,mobile,Safari,39.0,39.7,7/4/2023,9:18 AM
325,211,2488,mobile,Edge,45.65,87.53,3/24/2023,10:14 AM
326,928,1562,mobile,Firefox,40.09,45.04,5/19/2023,3:41 PM
327,9868,2453,mobile,Safari,73.94,59.79,1/26/2023,9:25 AM
328,1934,1897,desktop,Firefox,79.71,35.21,6/11/2023,7:54 AM
329,9578,1079,mobile,Firefox,40.56,67.57,8/16/2023,12:52 PM
330,2814,349,mobile,Safari,53.75,10.86,4/5/2023,10:51 PM
331,5686,969,mobile,Safari,16.3,18.47,10/25/2023,4:17 AM
332,822,3042,mobile,Edge,40.8,88.34,11/10/2023,8:39 PM
333,3713,2368,mobile,Safari,38.07,45.33,7/10/2023,12:23 PM
334,3551,239,desktop,Chrome,79.59,55.5,1/21/2023,4:13 PM
335,2529,2707,desktop,Edge,57.04,7.16,9/23/2023,1:11 PM
336,1785,2609,mobile,Chrome,14.81,84.04,9/24/2023,12:55 AM
337,941,3378,desktop,Chrome,57.13,76.57,7/4/2023,4:18 PM
338,1590,1574,desktop,Chrome,23.45,28.1,1/10/2023,10:53 PM
339,247,1467,mobile,Firefox,24.61,72.35,10/15/2023,7:51 AM
340,1708,1496,tablet,Chrome,78.63,59.12,5/10/2023,9:05 AM
341,9165,3104,mobile,Safari,67.99,27.3,7/7/2023,1:27 AM
342,2215,2919,desktop,Safari,29.61,15.74,12/22/2023,12:31 AM
343,2778,2687,mobile,Chrome,84.48,28.6,6/1/2023,3:40 AM
344,471,1339,mobile,Safari,34.68,80.47,1/5/2023,2:41 PM
345,1523,750,mobile,Firefox,64.21,31.66,8/12/2023,5:00 PM
346,861,2034,mobile,Firefox,64.8,2.71,1/16/2023,2:55 AM
347,7045,2090,desktop,Safari,83.62,9.19,2/28/2023,2:03 AM
348,4142,2436,desktop,Safari,14.28,38.72,8/9/2023,10:50 PM
349,2942,2598,desktop,Safari,83.08,93.39,10/27/2023,10:40 AM
350,2651,1590,tablet,Chrome,71.58,68.52,12/23/2023,8:34 AM
351,8721,1296,desktop,Safari,69.75,74.07,10/30/2023,3:09 AM
352,2828,3090,tablet,Safari,20.26,57.02,3/7/2023,9:06 AM
353,1211,2493,mobile,Edge,14.83,30.6,11/1/2023,1:10 AM
354,7298,1686,tablet,Safari,54.62,18.17,8/29/2023,8:47 AM
355,2017,2519,mobile,Chrome,23.92,62.79,3/18/2023,3:43 AM
356,1871,405,desktop,Safari,55.02,37.58,5/29/2023,6:24 PM
357,7162,2446,tablet,Edge,58.35,88.05,5/23/2023,8:26 AM
358,526,1728,desktop,Chrome,54.52,70.45,8/27/2023,10:51 AM
359,308,2376,mobile,Chrome,53.24,27.57,6/14/2023,3:20 AM
360,6691,3393,desktop,Safari,67.49,27.78,5/9/2023,6:34 AM
361,1527,2605,mobile,Chrome,69.5,60.28,3/13/2023,9:41 AM
362,8111,1968,mobile,Chrome,67.25,67.76,8/16/2023,9:19 PM
363,1554,624,desktop,Firefox,48.32,71.18,7/27/2023,1:05 AM
364,1194,2231,mobile,Safari,90.96,76.71,10/12/2023,12:06 PM
