CustomerID,LocationID,Date,Time,EmployeeID,OrderID
57730,L012,2022-03-12,15:33:24,57,29584
57763,L012,2022-03-12,11:29:38,56,29617
57707,L012,2022-03-12,11:54:21,57,29561
57737,L012,2022-03-13,12:49:52,56,29591
57726,L012,2022-03-14,10:07:35,57,29580
57616,L10,2022-03-14,10:43:29,51,29470
57037,L11,2022-03-14,13:40:51,53,28891
57510,L012,2022-03-14,11:12:07,57,29364
57135,L01,2022-03-14,11:06:48,4,28989
57226,L05,2022-03-14,16:39:04,28,29080
57702,L012,2022-03-15,15:00:17,57,29556
57087,L06,2022-03-15,17:40:48,33,28941
57323,L012,2022-03-15,11:34:50,56,29177
57227,L02,2022-03-15,09:09:34,8,29081
57679,L012,2022-03-15,20:58:18,57,29533
57657,L012,2022-03-16,10:00:29,56,29511
57719,L012,2022-03-16,16:38:38,56,29573
57388,L04,2022-03-16,12:10:27,24,29242
57760,L012,2022-03-17,18:15:32,57,29614
57090,L03,2022-03-17,09:59:51,19,28944
57023,L10,2022-03-17,13:16:00,49,28877
57168,L06,2022-03-17,16:53:03,35,29022
57732,L012,2022-03-17,19:21:35,56,29586
57318,L01,2022-03-17,16:20:29,4,29172
57244,L03,2022-03-18,10:39:45,20,29098
57740,L012,2022-03-18,20:02:42,57,29594
57380,L07,2022-03-20,17:47:57,40,29234
57295,L01,2022-03-22,09:27:14,6,29149
57549,L08,2022-03-22,16:50:18,41,29403
57633,L10,2022-03-22,16:46:50,51,29487
57696,L012,2022-03-23,16:38:39,57,29550
57629,L07,2022-03-24,09:32:51,40,29483
57261,L01,2022-03-24,14:06:52,2,29115
57040,L08,2022-03-24,12:51:37,44,28894
57684,L012,2022-03-25,17:53:50,57,29538
57725,L012,2022-03-25,09:15:12,57,29579
57744,L012,2022-03-25,18:20:45,56,29598
57463,L02,2022-03-25,13:19:43,12,29317
57624,L07,2022-03-25,13:33:29,40,29478
57447,L09,2022-03-25,16:48:38,48,29301
57735,L012,2022-03-26,16:25:58,56,29589
57080,L04,2022-03-26,10:15:39,22,28934
57692,L012,2022-03-27,18:51:58,56,29546
57319,L04,2022-03-28,12:12:39,25,29173
57178,L10,2022-03-28,14:44:01,51,29032
57248,L02,2022-03-28,10:33:39,13,29102
57727,L012,2022-03-28,16:34:56,56,29581
57765,L012,2022-03-28,18:29:57,57,29619
57103,L05,2022-03-31,16:33:47,30,28957
57014,L11,2022-03-31,13:45:16,54,28868
57142,L08,2022-03-31,09:43:59,44,28996
57239,L01,2022-04-01,14:51:38,2,29093
57059,L06,2022-04-02,11:12:52,33,28913
57320,L06,2022-04-02,14:55:51,34,29174
57208,L05,2022-04-02,14:27:03,30,29062
57061,L07,2022-04-03,15:13:04,36,28915
57415,L11,2022-04-04,17:34:33,53,29269
57379,L02,2022-04-04,16:16:56,13,29233
57355,L012,2022-04-04,13:20:45,56,29209
57506,L05,2022-04-04,15:46:27,30,29360
57167,L02,2022-04-05,16:20:10,13,29021
57606,L10,2022-04-05,11:54:38,52,29460
57637,L03,2022-04-05,15:35:51,16,29491
57272,L01,2022-04-07,14:51:57,2,29126
57301,L08,2022-04-07,17:12:45,45,29155
57594,L012,2022-04-08,11:20:07,56,29448
57574,L03,2022-04-08,12:48:17,19,29428
57636,L11,2022-04-09,10:09:50,53,29490
57270,L10,2022-04-10,16:18:29,49,29124
57151,L06,2022-04-10,11:19:37,35,29005
57094,L02,2022-04-11,11:22:01,13,28948
57249,L05,2022-04-11,14:39:54,28,29103
57414,L09,2022-04-11,17:44:08,48,29268
57580,L04,2022-04-12,14:01:40,22,29434
57771,L012,2022-04-12,19:53:05,57,29625
57625,L11,2022-04-12,15:20:55,54,29479
57807,L012,2022-04-13,20:44:34,56,29661
57812,L012,2022-04-13,11:28:24,57,29666
57042,L01,2022-04-13,12:19:47,6,28896
57453,L07,2022-04-14,14:51:03,40,29307
57811,L012,2022-04-14,09:18:35,57,29665
57416,L01,2022-04-14,17:08:22,4,29270
57183,L09,2022-04-14,11:32:52,46,29037
57374,L03,2022-04-15,09:11:58,16,29228
57311,L11,2022-04-15,10:21:07,55,29165
57489,L04,2022-04-16,10:01:02,24,29343
57223,L02,2022-04-16,11:43:11,13,29077
57165,L07,2022-04-16,12:16:43,40,29019
57494,L10,2022-04-17,09:13:18,52,29348
57021,L10,2022-04-18,11:50:15,51,28875
57013,L10,2022-04-18,10:23:13,49,28867
57315,L10,2022-04-18,10:24:13,52,29169
57291,L08,2022-04-19,10:01:43,45,29145
57271,L03,2022-04-19,16:34:05,19,29125
57408,L01,2022-04-20,12:58:25,6,29262
57252,L11,2022-04-20,13:41:32,53,29106
57435,L01,2022-04-20,17:41:51,2,29289
57406,L05,2022-04-21,14:06:03,31,29260
57384,L08,2022-04-21,15:18:40,41,29238
57331,L07,2022-04-21,17:31:55,36,29185
57583,L08,2022-04-21,12:05:25,45,29437
57650,L05,2022-04-22,15:04:41,30,29504
57404,L11,2022-04-24,12:55:38,55,29258
57034,L11,2022-04-25,10:29:09,55,28888
57179,L012,2022-04-26,12:04:31,56,29033
57095,L01,2022-04-27,10:45:58,2,28949
57196,L11,2022-04-27,13:53:06,54,29050
57609,L07,2022-04-27,11:17:40,40,29463
57393,L07,2022-04-27,17:24:03,40,29247
57321,L06,2022-04-28,09:55:50,34,29175
57505,L05,2022-04-28,12:45:53,28,29359
57468,L06,2022-04-30,13:53:38,35,29322
57264,L11,2022-04-30,15:39:36,53,29118
57565,L012,2022-05-01,17:47:31,56,29419
57228,L04,2022-05-02,09:31:31,22,29082
57781,L012,2022-05-03,12:26:16,57,29635
57775,L012,2022-05-03,16:48:03,56,29629
57199,L06,2022-05-04,12:56:47,34,29053
57214,L09,2022-05-04,13:01:20,48,29068
57258,L02,2022-05-05,13:48:34,12,29112
57587,L07,2022-05-05,13:34:56,38,29441
57212,L02,2022-05-06,15:42:28,8,29066
57386,L01,2022-05-07,10:41:37,2,29240
57070,L09,2022-05-08,09:53:11,46,28924
57299,L012,2022-05-08,16:06:45,56,29153
57128,L10,2022-05-09,14:36:40,49,28982
57235,L08,2022-05-10,15:05:05,44,29089
57184,L04,2022-05-10,12:03:22,24,29038
57176,L012,2022-05-10,12:55:55,57,29030
57120,L11,2022-05-10,16:28:34,55,28974
57336,L09,2022-05-10,14:32:05,48,29190
57548,L11,2022-05-11,12:01:28,54,29402
57532,L06,2022-05-11,11:24:31,34,29386
57780,L012,2022-05-12,12:11:35,57,29634
57376,L11,2022-05-14,14:25:06,54,29230
57556,L02,2022-05-14,12:52:29,12,29410
57403,L03,2022-05-15,15:00:35,16,29257
57110,L03,2022-05-16,14:52:16,19,28964
57523,L02,2022-05-17,11:17:56,8,29377
57635,L10,2022-05-17,16:04:18,51,29489
57500,L03,2022-05-18,17:02:54,16,29354
57255,L10,2022-05-19,12:18:12,51,29109
57593,L08,2022-05-19,12:31:38,41,29447
57804,L012,2022-05-20,12:55:44,57,29658
57640,L03,2022-05-20,13:14:20,16,29494
57642,L012,2022-05-22,11:06:33,56,29496
57398,L11,2022-05-22,11:19:57,53,29252
57508,L012,2022-05-23,14:25:59,56,29362
57632,L05,2022-05-24,10:39:07,30,29486
57651,L08,2022-05-25,10:28:41,45,29505
57086,L11,2022-05-25,11:15:59,55,28940
57048,L10,2022-05-26,09:23:20,49,28902
57254,L09,2022-05-28,16:34:58,46,29108
57473,L06,2022-05-29,14:11:47,35,29327
57281,L08,2022-05-29,14:07:30,41,29135
57063,L10,2022-05-30,10:06:32,52,28917
57514,L04,2022-05-31,09:21:16,24,29368
57391,L05,2022-05-31,09:29:33,31,29245
57260,L09,2022-05-31,10:50:09,47,29114
57627,L08,2022-05-31,16:44:33,45,29481
57603,L02,2022-05-31,16:57:55,12,29457
57623,L09,2022-06-01,11:27:31,47,29477
57060,L01,2022-06-01,14:40:37,2,28914
57065,L012,2022-06-01,11:35:09,57,28919
57052,L07,2022-06-02,10:03:39,40,28906
57334,L08,2022-06-03,12:29:30,44,29188
57602,L10,2022-06-04,09:03:13,49,29456
57119,L09,2022-06-04,09:34:03,46,28973
57784,L012,2022-06-04,12:45:27,56,29638
57091,L06,2022-06-04,16:49:30,35,28945
57600,L07,2022-06-05,11:37:32,38,29454
57338,L01,2022-06-05,12:26:12,6,29192
57432,L11,2022-06-06,13:03:12,55,29286
57163,L06,2022-06-07,10:00:56,35,29017
57803,L012,2022-06-07,16:17:44,56,29657
57495,L08,2022-06-08,12:20:50,44,29349
57093,L07,2022-06-08,12:21:36,38,28947
57290,L09,2022-06-09,14:26:43,47,29144
57173,L05,2022-06-09,17:58:33,30,29027
57452,L08,2022-06-10,17:44:32,45,29306
57136,L02,2022-06-11,17:27:42,8,28990
57428,L08,2022-06-11,13:49:04,45,29282
57219,L09,2022-06-11,13:39:43,46,29073
57526,L08,2022-06-11,14:48:01,45,29380
57033,L05,2022-06-11,14:24:45,28,28887
57265,L03,2022-06-11,14:29:22,16,29119
57491,L07,2022-06-11,13:52:39,38,29345
57385,L05,2022-06-12,13:56:49,30,29239
57446,L05,2022-06-12,11:19:23,28,29300
57160,L06,2022-06-12,14:21:25,35,29014
57044,L04,2022-06-12,15:06:41,25,28898
57443,L11,2022-06-12,11:37:01,54,29297
57121,L11,2022-06-13,10:38:59,53,28975
57567,L01,2022-06-13,09:49:39,2,29421
57192,L09,2022-06-13,14:58:23,47,29046
57157,L09,2022-06-14,15:59:59,46,29011
57796,L012,2022-06-15,13:48:59,56,29650
57174,L07,2022-06-17,13:41:58,36,29028
57794,L012,2022-06-17,15:34:04,56,29648
57082,L10,2022-06-17,11:08:53,52,28936
57535,L01,2022-06-18,13:52:36,6,29389
57062,L06,2022-06-18,16:17:15,35,28916
57478,L04,2022-06-19,09:46:46,24,29332
57615,L01,2022-06-19,09:16:10,6,29469
57543,L05,2022-06-19,11:58:38,28,29397
57022,L09,2022-06-20,11:23:45,48,28876
57611,L05,2022-06-20,09:51:05,30,29465
57282,L08,2022-06-20,10:29:20,44,29136
57075,L03,2022-06-21,15:46:02,19,28929
57369,L05,2022-06-21,17:01:28,30,29223
57049,L08,2022-06-22,15:11:50,41,28903
57437,L03,2022-06-23,09:43:47,16,29291
57436,L03,2022-06-24,16:56:34,16,29290
57191,L012,2022-06-24,17:10:20,58,29045
57149,L11,2022-06-24,09:10:29,54,29003
57305,L012,2022-06-25,09:20:55,57,29159
57400,L06,2022-06-26,16:32:50,33,29254
57645,L05,2022-06-26,14:07:31,28,29499
57345,L02,2022-06-26,11:20:56,12,29199
57588,L06,2022-06-27,14:28:57,33,29442
57347,L03,2022-06-27,10:39:05,16,29201
57230,L02,2022-06-27,15:35:20,8,29084
57084,L07,2022-06-27,12:43:45,38,28938
57475,L11,2022-06-28,11:16:03,53,29329
57643,L03,2022-06-28,13:37:38,20,29497
57795,L012,2022-06-28,10:16:40,57,29649
57309,L01,2022-06-29,16:42:41,2,29163
57367,L04,2022-06-29,10:33:14,24,29221
57224,L11,2022-07-01,15:35:35,54,29078
57564,L11,2022-07-01,11:40:42,54,29418
57772,L012,2022-07-02,13:40:20,57,29626
57064,L07,2022-07-02,15:34:36,38,28918
57296,L05,2022-07-03,16:36:40,28,29150
57124,L11,2022-07-04,11:02:05,54,28978
57054,L05,2022-07-04,17:57:14,31,28908
57479,L07,2022-07-04,17:30:08,36,29333
57366,L11,2022-07-05,13:31:36,54,29220
57531,L012,2022-07-05,10:50:56,57,29385
57537,L07,2022-07-05,15:33:51,38,29391
57156,L04,2022-07-06,12:35:10,22,29010
57562,L012,2022-07-07,11:06:24,57,29416
57140,L11,2022-07-07,13:40:56,54,28994
57459,L09,2022-07-07,16:34:32,47,29313
57496,L10,2022-07-08,09:29:57,51,29350
57164,L11,2022-07-09,12:14:08,54,29018
57326,L04,2022-07-10,16:00:03,24,29180
57608,L11,2022-07-10,13:40:34,53,29462
57394,L03,2022-07-11,14:41:24,16,29248
57365,L02,2022-07-12,10:00:44,13,29219
57539,L04,2022-07-12,10:34:54,22,29393
57101,L10,2022-07-13,09:38:19,51,28955
57793,L012,2022-07-14,13:44:00,58,29647
57115,L07,2022-07-14,17:13:52,38,28969
57317,L04,2022-07-15,15:39:31,22,29171
57421,L01,2022-07-16,17:07:36,4,29275
57229,L11,2022-07-16,11:14:37,53,29083
57511,L012,2022-07-17,10:38:50,58,29365
57519,L11,2022-07-17,13:34:45,55,29373
57200,L012,2022-07-18,11:04:37,57,29054
57055,L08,2022-07-18,17:43:07,44,28909
57246,L02,2022-07-18,15:04:49,13,29100
57648,L05,2022-07-18,12:12:56,30,29502
57308,L03,2022-07-19,12:45:48,20,29162
57031,L05,2022-07-19,10:04:55,28,28885
57153,L06,2022-07-19,15:53:33,33,29007
57067,L05,2022-07-20,09:42:53,28,28921
57137,L11,2022-07-20,14:09:20,54,28991
57342,L06,2022-07-20,13:47:04,34,29196
57096,L04,2022-07-20,11:50:30,24,28950
57076,L08,2022-07-20,14:02:20,44,28930
57132,L07,2022-07-21,15:25:15,36,28986
57769,L012,2022-07-22,11:40:58,58,29623
57425,L012,2022-07-22,15:27:14,57,29279
57638,L04,2022-07-23,14:05:10,25,29492
57534,L02,2022-07-24,13:01:12,12,29388
57808,L012,2022-07-25,18:50:19,58,29662
57647,L05,2022-07-25,16:35:59,28,29501
57558,L01,2022-07-25,12:37:51,4,29412
57237,L02,2022-07-26,10:13:09,12,29091
57116,L11,2022-07-26,14:13:13,54,28970
57521,L06,2022-07-26,10:48:12,33,29375
57568,L10,2022-07-28,17:51:54,52,29422
57202,L08,2022-07-28,11:44:05,44,29056
57559,L07,2022-07-29,10:34:11,40,29413
57413,L10,2022-07-29,14:40:35,51,29267
57533,L06,2022-07-30,17:52:35,34,29387
57364,L04,2022-07-30,15:28:59,25,29218
57027,L012,2022-07-30,14:34:23,57,28881
57024,L02,2022-07-31,16:41:35,59,28878
57329,L01,2022-07-31,13:33:59,6,29183
57340,L07,2022-07-31,17:02:54,36,29194
57498,L11,2022-07-31,15:41:43,54,29352
57175,L10,2022-08-01,14:25:01,51,29029
57599,L04,2022-08-02,13:23:25,22,29453
57560,L07,2022-08-02,12:44:31,40,29414
57557,L04,2022-08-02,14:37:55,25,29411
57501,L10,2022-08-03,13:50:38,49,29355
57785,L012,2022-08-03,19:24:33,57,29639
57288,L07,2022-08-03,11:23:05,36,29142
57277,L05,2022-08-04,10:17:48,31,29131
57619,L11,2022-08-04,13:39:29,54,29473
57231,L01,2022-08-05,09:33:15,2,29085
57634,L012,2022-08-05,15:57:30,58,29488
57348,L10,2022-08-05,17:25:17,51,29202
57449,L10,2022-08-06,09:01:14,51,29303
57493,L06,2022-08-06,14:10:29,35,29347
57333,L10,2022-08-06,13:51:36,51,29187
57057,L04,2022-08-06,09:24:33,22,28911
57148,L012,2022-08-06,11:48:06,58,29002
57652,L10,2022-08-07,15:35:32,52,29506
57041,L08,2022-08-07,12:47:12,45,28895
57314,L05,2022-08-07,17:03:35,31,29168
57450,L02,2022-08-08,15:35:25,8,29304
57233,L01,2022-08-08,11:47:43,6,29087
57088,L04,2022-08-09,14:20:09,22,28942
57497,L02,2022-08-09,10:37:04,13,29351
57304,L10,2022-08-09,15:32:26,51,29158
57144,L08,2022-08-10,12:11:41,44,28998
57527,L012,2022-08-11,13:25:47,58,29381
57267,L08,2022-08-11,16:46:52,41,29121
57209,L09,2022-08-11,16:24:24,46,29063
57092,L09,2022-08-12,14:15:45,48,28946
57786,L012,2022-08-12,17:41:12,58,29640
57490,L07,2022-08-12,09:23:26,38,29344
57100,L03,2022-08-12,15:55:22,19,28954
57170,L05,2022-08-12,12:51:11,28,29024
57460,L03,2022-08-12,13:44:15,16,29314
57509,L11,2022-08-13,15:40:36,54,29363
57204,L07,2022-08-14,15:21:52,38,29058
57297,L01,2022-08-14,10:45:39,4,29151
57528,L05,2022-08-14,14:17:41,31,29382
57431,L08,2022-08-14,15:58:59,41,29285
57362,L03,2022-08-15,10:55:50,16,29216
57294,L08,2022-08-17,11:51:49,45,29148
57448,L09,2022-08-19,13:05:42,46,29302
57201,L08,2022-08-20,13:41:24,41,29055
57411,L02,2022-08-20,15:00:30,13,29265
57111,L10,2022-08-20,15:14:09,51,28965
57147,L05,2022-08-20,16:35:03,31,29001
57356,L04,2022-08-21,11:33:54,25,29210
57287,L05,2022-08-21,13:10:55,28,29141
57313,L10,2022-08-22,14:04:26,49,29167
57424,L04,2022-08-24,15:40:24,24,29278
57518,L012,2022-08-24,16:49:57,57,29372
57112,L09,2022-08-25,09:07:50,48,28966
57293,L02,2022-08-25,09:47:24,8,29147
57554,L04,2022-08-26,11:48:15,22,29408
57016,L10,2022-08-27,15:52:54,51,28870
57577,L11,2022-08-27,15:25:13,53,29431
57141,L05,2022-08-27,11:19:59,28,28995
57253,L04,2022-08-27,11:12:44,22,29107
57056,L012,2022-08-28,13:31:54,58,28910
57457,L10,2022-08-28,14:49:54,51,29311
57245,L10,2022-08-29,17:14:11,49,29099
57344,L012,2022-08-29,17:14:06,57,29198
57011,L04,2022-08-29,14:34:38,24,28865
57375,L05,2022-08-29,10:17:23,30,29229
57381,L11,2022-08-29,17:59:30,54,29235
57412,L09,2022-08-30,12:23:25,48,29266
57232,L11,2022-08-30,15:51:54,54,29086
57069,L07,2022-08-31,13:03:51,38,28923
57114,L04,2022-09-01,10:59:39,22,28968
57422,L09,2022-09-01,11:23:34,46,29276
57438,L012,2022-09-01,16:06:40,58,29292
57797,L012,2022-09-02,18:53:10,57,29651
57613,L03,2022-09-03,13:54:45,20,29467
57419,L09,2022-09-03,17:41:55,46,29273
57045,L09,2022-09-04,15:18:50,48,28899
57332,L04,2022-09-04,16:25:22,24,29186
57207,L012,2022-09-05,17:30:59,57,29061
57243,L10,2022-09-05,14:15:23,52,29097
57109,L11,2022-09-06,10:55:16,54,28963
57286,L11,2022-09-08,16:47:56,53,29140
